"PU","NAME","WGMS_ID","SURVEY_DATE","REFERENCE_DATE","AREA","ANNUAL_BALANCE","ANNUAL_BALANCE_UNC","INVESTIGATOR","SPONS_AGENCY"
"CH","ALLALIN","394","20180906","20170821","9.64625","-801","","Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","ALLALIN","394","20199999","20189999","9.55312","-559","","",""
"CH","BASODINO","463","19921016","19919999","2.37","35","","Giovanni Kappenberger",""
"CH","BASODINO","463","19939999","19929999","2.37","-82","","",""
"CH","BASODINO","463","19949999","19939999","2.37","444","","",""
"CH","BASODINO","463","19959999","19949999","2.37","614","","",""
"CH","BASODINO","463","19969999","19959999","2.37","166","","",""
"CH","BASODINO","463","19979999","19969999","2.37","-209","","",""
"CH","BASODINO","463","19989999","19979999","2.37","-1074","","",""
"CH","BASODINO","463","19999999","19989999","2.37","-443","","",""
"CH","BASODINO","463","20001025","19991006","2.37","-781","","Kappenberger G. (MS-OT)","MS-OT: MeteoSvizzera Osservatorio Ticinese"
"CH","BASODINO","463","20010908","20001025","2.28","591","","Kappenberger G. (MS-OT)","MS-OT: MeteoSvizzera Osservatorio Ticinese"
"CH","BASODINO","463","20020928","20010908","2.28","-356","","Kappenberger G. (MS-OT)","MS-OT: MeteoSvizzera Osservatorio Ticinese"
"CH","BASODINO","463","20030922","20020928","2.28","-2043","","Kappenberger G. (MS-OT)","MS-OT: MeteoSvizzera Osservatorio Ticinese"
"CH","BASODINO","463","20041003","20030922","","-490","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20050916","20041003","","-1172","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20061114","20050916","2.28","-2501","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20071007","20061114","2.28","-902","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20080911","20071007","2.28","-1168","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20090910","20080911","2.28","130","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20100920","20090910","2.28","-584","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20110906","20100911","1.84","-988","","Kappenberger G. (private) Casartelli G. (private)","private: Private Investigator - G. Casartelli private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20120907","20110906","1.84","-1369","","Kappenberger G. (private)","private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20130913","20120907","1.84","82","","Kappenberger G. (private)","private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20140926","20130913","2.28","-250","","Kappenberger G. (private)","private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20150926","20140926","1.8418699","-1345","","Kappenberger G. (private)","private: Private Investigator - G. Kappenberger"
"CH","BASODINO","463","20161004","20150926","1.84187","-979","","Kappenberger G. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","BASODINO","463","20170908","20161004","1.7575","-963","","Kappenberger G. (VAW)  . ()",":  VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","BASODINO","463","20181026","20170908","1.7575","-1440","","Giovanni Kappenberger","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19150808","19140928","6.8225","791","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19160815","19150808","6.80687","940","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19170926","19160815","6.78937","-158","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19180918","19170926","6.7625","584","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19190917","19180918","6.74812","600","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19200925","19190917","6.73438","-155","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19210915","19200925","6.71312","-1615","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19220925","19210915","6.69625","53","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19230912","19220925","6.675","372","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19240917","19230912","6.66","580","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19250901","19240917","6.64375","2","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19260911","19250901","6.62375","495","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19270923","19260911","6.60125","163","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19280912","19270923","6.58563","-1490","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19290915","19280912","6.56875","-966","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19300926","19290915","6.54563","-259","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19310916","19300926","6.5275","353","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19320915","19310916","6.50812","-816","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19330912","19320915","6.48875","204","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19340919","19330912","6.46625","-1032","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19350916","19340919","6.44","-63","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19360920","19350916","6.16188","-19","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19370920","19360920","6.16188","496","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19380914","19370920","6.15813","-121","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19390924","19380914","6.15688","-438","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19400925","19390924","6.15125","1064","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19410918","19400925","6.14813","656","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19420913","19410918","6.14438","-881","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19430917","19420913","6.14125","-565","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19440914","19430917","6.1375","-229","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19450912","19440914","6.13625","302","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19460911","19450912","6.12688","-25","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19470912","19460911","6.12437","-2529","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19481003","19470912","6.1175","620","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19490920","19481003","6.11313","-1339","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19500914","19490920","6.11125","-1528","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19510912","19500914","6.10313","182","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19520828","19510912","6.10187","-765","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19530918","19520828","6.0975","276","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19540904","19530918","6.09563","338","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19550918","19540904","6.09063","1057","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19560917","19550918","5.80813","203","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19570910","19560917","5.84812","375","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19580910","19570910","5.86188","-423","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19590908","19580910","5.87125","-553","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19600827","19590908","5.88312","200","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19610913","19600827","5.88812","623","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19620913","19610913","5.89562","-671","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19630918","19620913","5.90688","-591","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19640929","19630918","5.91188","-1091","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19650916","19640929","5.92125","994","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19660922","19650916","5.93313","1044","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19670915","19660922","5.93938","280","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19680914","19670915","5.95062","897","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19690912","19680914","5.95563","413","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19700922","19690912","5.96","70","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19710927","19700922","5.9675","-547","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19720923","19710927","5.97","-55","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19731011","19720923","5.97","-795","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19740914","19731011","5.97312","790","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19750920","19740914","5.97563","1005","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19760925","19750920","5.98","-136","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19771015","19760925","5.98313","684","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19780915","19771015","5.98688","1016","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19790916","19780915","5.99062","-221","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19800923","19790916","5.99563","1088","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19810930","19800923","5.99812","338","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19820914","19810930","6.00312","-566","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19830908","19820914","6.00938","-420","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19841028","19830908","6.0125","857","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19850920","19841028","6.09","-760","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19860920","19850920","5.96312","-827","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19870920","19860920","5.92438","781","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19880920","19870920","5.88","-143","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19890920","19880920","5.84","-271","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19900929","19890920","5.64438","-1154","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19910916","19900929","5.53375","-1507","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19920919","19910916","5.51187","-1024","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19930920","19920919","5.475","-254","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19940926","19930920","5.45125","-395","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19951010","19940926","5.42938","377","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19960917","19951010","5.40188","-186","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19970916","19960917","5.38375","-49","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19980902","19970916","5.36813","-1660","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","19990903","19980902","5.35","705","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20000917","19990903","5.32813","-35","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20011017","20000917","5.31062","-14","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20020914","20011017","5.2925","-733","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20030917","20020914","5.12937","-1979","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20040918","20030917","5.12937","-304","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20050910","20040918","5.12937","-845","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20060911","20050911","5.12937","-941","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20070924","20060911","5.12937","-1102","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20080916","20070924","5.12937","-1234","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20090912","20080920","5.12937","-1355","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20100905","20090913","5.12937","-589","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20110904","20100906","5.12937","-1686","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20120826","20110903","5.12937","-1623","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20130906","20120910","5.12937","-337","","","VAW / ETH Zuerich"
"CH","CLARIDENFIRN","2660","20140915","20130906","5.12937","-501","","Steinegger U. (VAW) Kappenberger G. (VAW) Huss M. (VAW) Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CLARIDENFIRN","2660","20151011","20140915","4.55063","-1362","200","Steinegger U. (VAW) Kappenberger G. (VAW) Huss M. (VAW) Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CLARIDENFIRN","2660","20160930","20151011","4.55063","-424","","Steinegger U. (VAW) Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CLARIDENFIRN","2660","20170923","20160930","4.55063","-1196","","Steinegger U. (VAW)  . ()",":  VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CLARIDENFIRN","2660","20181007","20170923","4.55063","-1480","","Urs Steinegger","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","19970827","19960912","16.1775","8","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","19980826","19970827","16.07125","-1522","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","19990901","19980826","16.02188","-71","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20000829","19990901","16.02","-638","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20010912","20000829","16.02","38","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20020907","20010912","16.02","-570","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20030905","20020907","16.00937","-1522","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20040908","20030905","16.00937","-597","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20050901","20040908","16.00937","-829","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20060704","20050901","16.00937","-965","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20070904","20060907","16.00937","-510","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20080908","20070904","16.00937","-1142","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20090907","20080908","16.00937","-1027","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20100901","20090907","16.00937","-975","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20110830","20100901","16.00937","-1251","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20120918","20110830","16.00937","-1470","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20130925","20120919","16.00937","-449","","","VAW / ETH Zuerich"
"CH","CORBASSIERE","366","20140908","20130925","16.00937","-221","","Bauder A. (VAW) Huss M. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CORBASSIERE","366","20150908","20140908","15.1656303","-1449","200","Bauder A. (VAW) Huss M. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CORBASSIERE","366","20160914","20150908","15.16563","-450","","Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CORBASSIERE","366","20170922","20160914","15.08188","-1336","","Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","CORBASSIERE","366","20180918","20170922","15.08188","-922","","Andreas Bauder","VAW / ETH Zuerich"
"CH","CORVATSCH SOUTH","4535","20140830","20130831","0.2257","120","30","Fischer M. (DGUF)","DGUF: Department of Geosciences University of Fribourg"
"CH","CORVATSCH SOUTH","4535","20150919","20141004","0.2257","-1643","200","Fischer M. (DGUF) Huss M. (DGUF)","DGUF: Department of Geosciences University of Fribourg"
"CH","CORVATSCH SOUTH","4535","20160925","20150919","0.2257","-751","200","Fischer M. (DGUF) Huss M. (DGUF)","DGUF: Department of Geosciences University of Fribourg"
"CH","CORVATSCH SOUTH","4535","20170913","20160925","0.2212","-1976","","Huss M. (DGUF)","DGUF: Department of Geosciences University of Fribourg"
"CH","CORVATSCH SOUTH","4535","20180916","20170913","0.2212","-1832","","Matthias Huss","UFR"
"CH","FINDELEN","389","20051017","20041028","13.30753","-501","200","Machguth H. (GIUZ) Hoelzle M. (GIUZ)","GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20061011","20051017","13.21626","-800","200","Machguth H. (GIUZ) Hoelzle M. (DGUF)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20071008","20061011","13.19249","-301","200","Machguth H. (GIUZ) Hoelzle M. (DGUF)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20081012","20071008","13.15625","-745","200","Linsbauer A. (GIUZ) Machguth H. (GIUZ) Salzmann N. (GIUZ) Hoelzle M. (DGUF)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20091006","20081012","13.07689","-217","200","Linsbauer A. (GIUZ) Machguth H. (GIUZ) Salzmann N. (GIUZ) Hoelzle M. (DGUF)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20100929","20091006","13.03941","-542","200","Machguth H. (GIUZ) Linsbauer A. (GIUZ) Salzmann N. (GIUZ)","GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20110929","20100929","12.96316","-852","200","Machguth H. (GIUZ) Linsbauer A. (GIUZ) Salzmann N. (GIUZ)","GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20121002","20110929","12.94879","-1138","200","Huss M. (DGUF) Salzmann N. (DGUF) Leysinger-Vieli G. (GIUZ)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20130927","20121002","12.89505","182","200","Huss M. (DGUF) Salzmann N. (DGUF) Leysinger-Vieli G. (GIUZ)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20140927","20130925","12.88004","159","200","Huss M. (DGUF) Salzmann N. (DGUF) Leysinger-Vieli G. (GIUZ)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20150921","20140927","12.8800001","-606","200","Huss M. (DGUF) Salzmann N. (DGUF) Leysinger-Vieli G. (GIUZ)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20160922","20150921","12.88","-723","200","Huss M. (DGUF) Salzmann N. (DGUF) Linsbauer A. (GIUZ)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20170921","20160922","12.89313","-944","","Huss M. (DGUF) Salzmann N. (DGUF) Linsbauer A. (GIUZ)","DGUF: Department of Geosciences University of Fribourg GIUZ: Department of Geography University of Zurich"
"CH","FINDELEN","389","20180926","20170921","12.77812","-723","","Matthias Huss Nadine Salzmann Andreas Linsbauer","UFR / UZH"
"CH","FORNO","396","19551006","19541008","9.45313","-252","","","VAW / ETH Zuerich"
"CH","FORNO","396","19561018","19551006","9.37312","-546","","","VAW / ETH Zuerich"
"CH","FORNO","396","19570927","19561018","9.00313","-731","","","VAW / ETH Zuerich"
"CH","FORNO","396","19581007","19570927","8.98687","-761","","","VAW / ETH Zuerich"
"CH","FORNO","396","19591006","19581007","8.96625","-1074","","","VAW / ETH Zuerich"
"CH","FORNO","396","19600927","19591006","8.945","-465","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19670905","19660907","5.66812","-394","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19680916","19670905","5.66688","412","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19690812","19680916","5.66437","304","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19700813","19690812","5.66375","171","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19710918","19700813","5.64938","-1576","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19720922","19710918","5.6675","-261","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19730821","19720922","5.65688","-324","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19740915","19730821","5.65688","-350","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19750915","19740915","5.6575","51","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19760915","19750915","5.65688","-994","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19770915","19760915","5.65688","673","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19780915","19770915","5.65625","799","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19790915","19780915","5.65625","-533","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19800915","19790915","5.65625","971","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19810915","19800915","5.65562","350","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19820915","19810915","5.655","-587","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19830915","19820915","5.655","-404","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19840915","19830915","5.655","-541","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19850915","19840915","5.6825","-31","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19860915","19850915","5.88125","-731","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19870915","19860915","5.84687","-131","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19880915","19870915","5.84687","-253","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19890915","19880915","5.84187","-535","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19900915","19890915","5.83688","-236","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19910915","19900915","5.83375","-1327","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19920915","19910915","5.82937","-391","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19930915","19920915","5.82688","-295","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19940915","19930915","5.82375","-277","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19950915","19940915","5.81813","-233","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19960915","19950915","5.81625","145","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19970915","19960915","5.70125","215","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19980915","19970915","5.61125","-1808","","","VAW / ETH Zuerich"
"CH","GIETRO","367","19990915","19980915","5.60875","206","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20000828","19990915","5.60562","-548","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20010829","20000828","5.6025","4","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20020906","20010829","5.59625","-84","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20030904","20020906","5.54812","-2409","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20040909","20030904","5.56562","-502","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20050831","20040909","5.54625","-364","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20060906","20050831","5.5175","-828","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20070903","20060906","5.48937","-195","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20080908","20070903","5.43","-810","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20090907","20080908","5.43","-1041","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20100901","20090907","5.43","-637","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20110831","20100901","5.43","-1096","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20120917","20110831","5.43","-1334","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20130925","20120917","5.43","-78","","","VAW / ETH Zuerich"
"CH","GIETRO","367","20140908","20130925","5.43","-198","","Bauder A. (VAW) Huss M. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","GIETRO","367","20150908","20140908","5.3225002","-1271","200","Bauder A. (VAW) Huss M. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","GIETRO","367","20160913","20150908","5.3225","-414","","Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","GIETRO","367","20170921","20160913","5.27313","-1666","","Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","GIETRO","367","20180917","20170921","5.27313","-664","","Bauder A. (VAW)","VAW: Laboratory of Hydraulics Hydrology and Glaciology ETH Zurich"
"CH","GIETRO","367","20199999","20189999","5.28","-1318","","",""
"CH","GRIES","359","19620930","19611001","6.574","-984","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19630930","19621001","6.55","-180","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19640930","19631001","6.534","-688","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19650930","19641001","6.515","445","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19660930","19651001","6.496","-357","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19670930","19661001","6.422","29","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19680930","19671001","6.434","379","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19690930","19681001","6.42","733","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19700930","19691001","6.415","-758","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19710930","19701001","6.403","-527","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19720930","19711001","6.396","408","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19730930","19721001","6.388","-1095","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19740930","19731001","6.379","-178","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19750930","19741001","6.372","378","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19760930","19751001","6.364","-1021","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
"CH","GRIES","359","19770930","19761001","6.356","1166","","VAW / ETH Z¸rich","VAW / ETH Z¸rich"
